[INFO] [1729576386.517209]: Waiting for sensor data...
[INFO] [1729576386.617573]: Calculated Dynamic CoM: x=1.9333196036, y=-1.20369084937, z=25.8671640933
[INFO] [1729576389.917968]: Projected CoM on the ground: x=0.512532391884, y=-0.950981082484, z=0
[INFO] [1729576389.918208]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576389.918395]: Calculated Dynamic ZMP: x=0.949512146293, y=1.61142212848
[INFO] [1729576389.918668]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576390.017603]: Calculated Dynamic CoM: x=5.92605804238, y=-0.569141161069, z=25.3028225057
[INFO] [1729576390.017916]: Projected CoM on the ground: x=5.92605804238, y=-0.569141161069, z=0
[INFO] [1729576390.018150]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.018325]: Calculated Dynamic ZMP: x=13.1284606547, y=1.6735785055
[INFO] [1729576390.018595]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576390.117566]: Calculated Dynamic CoM: x=-0.934901240801, y=-0.896500286924, z=26.0087524977
[INFO] [1729576390.117933]: Projected CoM on the ground: x=-0.934901240801, y=-0.896500286924, z=0
[INFO] [1729576390.118217]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.118607]: Calculated Dynamic ZMP: x=-1.65158209084, y=-3.92595348693
[INFO] [1729576390.118916]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576390.217563]: Calculated Dynamic CoM: x=5.52474618128, y=-1.91957389668, z=25.3921102101
[INFO] [1729576390.217869]: Projected CoM on the ground: x=5.52474618128, y=-1.91957389668, z=0
[INFO] [1729576390.218066]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.218290]: Calculated Dynamic ZMP: x=11.4793166173, y=-6.09618176108
[INFO] [1729576390.218598]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576390.317627]: Calculated Dynamic CoM: x=5.11102243072, y=-1.30642289543, z=25.5236320758
[INFO] [1729576390.317933]: Projected CoM on the ground: x=5.11102243072, y=-1.30642289543, z=0
[INFO] [1729576390.318267]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.318494]: Calculated Dynamic ZMP: x=10.5000711052, y=-2.85145869492
[INFO] [1729576390.318860]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576390.417610]: Calculated Dynamic CoM: x=-4.57025621617, y=-0.290087669474, z=25.6462788512
[INFO] [1729576390.417936]: Projected CoM on the ground: x=-4.57025621617, y=-0.290087669474, z=0
[INFO] [1729576390.418187]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.418369]: Calculated Dynamic ZMP: x=-7.86475947714, y=-3.30848657729
[INFO] [1729576390.418645]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576390.517563]: Calculated Dynamic CoM: x=-2.04950388204, y=-1.09815168787, z=25.9080700688
[INFO] [1729576390.517916]: Projected CoM on the ground: x=-2.04950388204, y=-1.09815168787, z=0
[INFO] [1729576390.518132]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.518349]: Calculated Dynamic ZMP: x=-4.05829459782, y=0.101908843828
[INFO] [1729576390.518661]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576390.617621]: Calculated Dynamic CoM: x=9.8370651223, y=0.790260066981, z=24.053312701
[INFO] [1729576390.617931]: Projected CoM on the ground: x=9.8370651223, y=0.790260066981, z=0
[INFO] [1729576390.618134]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.618371]: Calculated Dynamic ZMP: x=18.1319443372, y=4.43452188413
[INFO] [1729576390.618710]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576390.717571]: Calculated Dynamic CoM: x=-0.895262368902, y=-1.05551971742, z=25.9590881115
[INFO] [1729576390.717873]: Projected CoM on the ground: x=-0.895262368902, y=-1.05551971742, z=0
[INFO] [1729576390.718070]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.718263]: Calculated Dynamic ZMP: x=-1.57483599998, y=0.120345435964
[INFO] [1729576390.718607]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576390.817548]: Calculated Dynamic CoM: x=4.22942987277, y=-1.75782672283, z=25.5739443297
[INFO] [1729576390.817853]: Projected CoM on the ground: x=4.22942987277, y=-1.75782672283, z=0
[INFO] [1729576390.818046]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.818220]: Calculated Dynamic ZMP: x=8.66587823243, y=-6.05462003301
[INFO] [1729576390.818480]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576390.917474]: Calculated Dynamic CoM: x=6.17601210134, y=-1.68773638867, z=25.1671957711
[INFO] [1729576390.917785]: Projected CoM on the ground: x=6.17601210134, y=-1.68773638867, z=0
[INFO] [1729576390.918015]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576390.918158]: Calculated Dynamic ZMP: x=13.2633234213, y=-4.73261132704
[INFO] [1729576390.918363]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.017470]: Calculated Dynamic CoM: x=-0.666373743704, y=-0.970484317803, z=25.9383379361
[INFO] [1729576391.017823]: Projected CoM on the ground: x=-0.666373743704, y=-0.970484317803, z=0
[INFO] [1729576391.018027]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.018167]: Calculated Dynamic ZMP: x=-1.08696900424, y=-1.96966926954
[INFO] [1729576391.018373]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.117496]: Calculated Dynamic CoM: x=-4.11278835575, y=-1.21065011332, z=25.5921900016
[INFO] [1729576391.117775]: Projected CoM on the ground: x=-4.11278835575, y=-1.21065011332, z=0
[INFO] [1729576391.117919]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.118047]: Calculated Dynamic ZMP: x=-8.1484535267, y=0.0644954533011
[INFO] [1729576391.118359]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576391.217553]: Calculated Dynamic CoM: x=8.41564194323, y=1.1257424918, z=24.5604007479
[INFO] [1729576391.217886]: Projected CoM on the ground: x=8.41564194323, y=1.1257424918, z=0
[INFO] [1729576391.218120]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.218298]: Calculated Dynamic ZMP: x=15.7557469825, y=6.3884162368
[INFO] [1729576391.218524]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576391.317425]: Calculated Dynamic CoM: x=1.14896057975, y=-0.935103065658, z=25.9975864267
[INFO] [1729576391.317716]: Projected CoM on the ground: x=1.14896057975, y=-0.935103065658, z=0
[INFO] [1729576391.317925]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.318112]: Calculated Dynamic ZMP: x=2.08846404135, y=0.300862024221
[INFO] [1729576391.318391]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576391.417967]: Calculated Dynamic CoM: x=0.67565516524, y=-1.12484451987, z=26.0320962623
[INFO] [1729576391.418309]: Projected CoM on the ground: x=0.67565516524, y=-1.12484451987, z=0
[INFO] [1729576391.418650]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.418833]: Calculated Dynamic ZMP: x=1.59269998322, y=-5.23178407127
[INFO] [1729576391.419119]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.517725]: Calculated Dynamic CoM: x=8.40856018453, y=-2.16468169091, z=24.56830186
[INFO] [1729576391.518109]: Projected CoM on the ground: x=8.40856018453, y=-2.16468169091, z=0
[INFO] [1729576391.518356]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.518542]: Calculated Dynamic ZMP: x=18.3706739802, y=-5.98367987911
[INFO] [1729576391.518813]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.617573]: Calculated Dynamic CoM: x=2.52058977431, y=-1.18205265555, z=25.8937811351
[INFO] [1729576391.617903]: Projected CoM on the ground: x=2.52058977431, y=-1.18205265555, z=0
[INFO] [1729576391.618122]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.618382]: Calculated Dynamic ZMP: x=4.81280653233, y=-2.73787356826
[INFO] [1729576391.618780]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.717834]: Calculated Dynamic CoM: x=-2.83020883119, y=-0.661027720027, z=25.8290065138
[INFO] [1729576391.718248]: Projected CoM on the ground: x=-2.83020883119, y=-0.661027720027, z=0
[INFO] [1729576391.718479]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.718671]: Calculated Dynamic ZMP: x=-6.031852591, y=-4.48453301852
[INFO] [1729576391.718954]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576391.817620]: Calculated Dynamic CoM: x=9.34563288345, y=0.86925472584, z=24.2254388374
[INFO] [1729576391.817958]: Projected CoM on the ground: x=9.34563288345, y=0.86925472584, z=0
[INFO] [1729576391.818175]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.818348]: Calculated Dynamic ZMP: x=20.5139841447, y=6.56856966966
[INFO] [1729576391.818657]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576391.917613]: Calculated Dynamic CoM: x=3.21452116632, y=-0.89136877057, z=25.7410304473
[INFO] [1729576391.918022]: Projected CoM on the ground: x=3.21452116632, y=-0.89136877057, z=0
[INFO] [1729576391.918714]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576391.919034]: Calculated Dynamic ZMP: x=5.66990447718, y=-0.223341577501
[INFO] [1729576391.919425]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576392.017616]: Calculated Dynamic CoM: x=4.13018681194, y=-2.0856154757, z=25.5413446384
[INFO] [1729576392.018001]: Projected CoM on the ground: x=4.13018681194, y=-2.0856154757, z=0
[INFO] [1729576392.018243]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576392.018538]: Calculated Dynamic ZMP: x=7.98875095927, y=-7.36932058002
[INFO] [1729576392.018838]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576392.117498]: Calculated Dynamic CoM: x=4.64491752392, y=-1.45634516468, z=25.4820224637
[INFO] [1729576392.117790]: Projected CoM on the ground: x=4.64491752392, y=-1.45634516468, z=0
[INFO] [1729576392.117983]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576392.118185]: Calculated Dynamic ZMP: x=9.99077305283, y=-4.1638313468
[INFO] [1729576392.118562]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576392.217583]: Calculated Dynamic CoM: x=3.00439352328, y=-1.02362881047, z=25.7430742139
[INFO] [1729576392.217910]: Projected CoM on the ground: x=3.00439352328, y=-1.02362881047, z=0
[INFO] [1729576392.218133]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576392.218343]: Calculated Dynamic ZMP: x=5.74355846244, y=-1.18843567427
[INFO] [1729576392.218651]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576392.317538]: Calculated Dynamic CoM: x=-2.51907293178, y=-1.296789122, z=25.7821347094
