[INFO] [1729841850.249277]: Waiting for sensor data...
[INFO] [1729841850.351661]: Calculated Dynamic CoM: x=11.2952905123, y=-2.26934309342, z=40.5674155334
[INFO] [1729841852.351119]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841852.450599]: Calculated Dynamic CoM: x=15.9291999295, y=-2.4424469515, z=38.7896754935
[INFO] [1729841852.451186]: Projected CoM on the ground: x=15.9291999295, y=-2.4424469515, z=0
[INFO] [1729841852.451724]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.451895]: Calculated Dynamic ZMP: x=75.0963061168, y=-6.2754866524
[INFO] [1729841852.452778]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.550431]: Calculated Dynamic CoM: x=-4.68080188675, y=-2.35878774696, z=41.6872019408
[INFO] [1729841852.550714]: Projected CoM on the ground: x=-4.68080188675, y=-2.35878774696, z=0
[INFO] [1729841852.550915]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.551114]: Calculated Dynamic ZMP: x=-54.9072321851, y=8.31595182535
[INFO] [1729841852.551389]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841852.650193]: Calculated Dynamic CoM: x=11.5275488533, y=-0.554298853568, z=40.4086871058
[INFO] [1729841852.650460]: Projected CoM on the ground: x=11.5275488533, y=-0.554298853568, z=0
[INFO] [1729841852.650613]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.650742]: Calculated Dynamic ZMP: x=39.6480319273, y=25.5213347735
[INFO] [1729841852.650937]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841852.750701]: Calculated Dynamic CoM: x=18.2295511762, y=-2.67996838147, z=37.791388403
[INFO] [1729841852.751247]: Projected CoM on the ground: x=18.2295511762, y=-2.67996838147, z=0
[INFO] [1729841852.752180]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.752624]: Calculated Dynamic ZMP: x=87.823950495, y=-8.44670924532
[INFO] [1729841852.753132]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.850226]: Calculated Dynamic CoM: x=0.293396266493, y=-2.1291142597, z=42.0140518116
[INFO] [1729841852.850529]: Projected CoM on the ground: x=0.293396266493, y=-2.1291142597, z=0
[INFO] [1729841852.850743]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.850940]: Calculated Dynamic ZMP: x=-35.1829907104, y=-5.29261396096
[INFO] [1729841852.851235]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.950547]: Calculated Dynamic CoM: x=7.48331345423, y=-1.82792765454, z=41.3650038756
[INFO] [1729841852.950828]: Projected CoM on the ground: x=7.48331345423, y=-1.82792765454, z=0
[INFO] [1729841852.951047]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841852.951281]: Calculated Dynamic ZMP: x=19.7686886668, y=7.8595452699
[INFO] [1729841852.951723]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.050163]: Calculated Dynamic CoM: x=15.9073775922, y=-3.66119838977, z=38.7799903358
[INFO] [1729841853.050469]: Projected CoM on the ground: x=15.9073775922, y=-3.66119838977, z=0
[INFO] [1729841853.050690]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.050886]: Calculated Dynamic ZMP: x=75.777292354, y=-23.7131550986
[INFO] [1729841853.051137]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.151742]: Calculated Dynamic CoM: x=2.34238411968, y=-2.3963055282, z=41.9214037256
[INFO] [1729841853.153022]: Projected CoM on the ground: x=2.34238411968, y=-2.3963055282, z=0
[INFO] [1729841853.153579]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.153772]: Calculated Dynamic ZMP: x=-10.584911314, y=-24.4989375549
[INFO] [1729841853.154059]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.250202]: Calculated Dynamic CoM: x=10.8031459545, y=-0.74644919883, z=40.6077911861
[INFO] [1729841853.250491]: Projected CoM on the ground: x=10.8031459545, y=-0.74644919883, z=0
[INFO] [1729841853.250703]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.250885]: Calculated Dynamic ZMP: x=38.6934701666, y=26.7474361168
[INFO] [1729841853.251132]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.350185]: Calculated Dynamic CoM: x=18.7098255485, y=-2.22751379003, z=37.5491267347
[INFO] [1729841853.350471]: Projected CoM on the ground: x=18.7098255485, y=-2.22751379003, z=0
[INFO] [1729841853.350698]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.350892]: Calculated Dynamic ZMP: x=95.9191269395, y=-2.9691527874
[INFO] [1729841853.351162]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.450302]: Calculated Dynamic CoM: x=-2.52433712124, y=-1.98338870665, z=41.879708457
[INFO] [1729841853.450611]: Projected CoM on the ground: x=-2.52433712124, y=-1.98338870665, z=0
[INFO] [1729841853.450829]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.451067]: Calculated Dynamic ZMP: x=-50.1144692165, y=-16.4606343487
[INFO] [1729841853.451405]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.550203]: Calculated Dynamic CoM: x=2.09852246384, y=-1.93724362026, z=41.8931849801
[INFO] [1729841853.550521]: Projected CoM on the ground: x=2.09852246384, y=-1.93724362026, z=0
[INFO] [1729841853.550735]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.550921]: Calculated Dynamic ZMP: x=-12.8088856791, y=16.157522546
[INFO] [1729841853.551195]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.650174]: Calculated Dynamic CoM: x=12.5466972802, y=-2.77157004498, z=39.984577186
[INFO] [1729841853.650464]: Projected CoM on the ground: x=12.5466972802, y=-2.77157004498, z=0
[INFO] [1729841853.650666]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.650853]: Calculated Dynamic ZMP: x=59.5485599352, y=-15.2654810481
[INFO] [1729841853.651090]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.750143]: Calculated Dynamic CoM: x=4.91031793847, y=-2.32983225539, z=41.6452672618
[INFO] [1729841853.750401]: Projected CoM on the ground: x=4.91031793847, y=-2.32983225539, z=0
[INFO] [1729841853.750558]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.750734]: Calculated Dynamic ZMP: x=3.92831320252, y=-9.59115114719
[INFO] [1729841853.750960]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.850190]: Calculated Dynamic CoM: x=4.10671770633, y=-1.84955833863, z=41.7554020245
[INFO] [1729841853.850719]: Projected CoM on the ground: x=4.10671770633, y=-1.84955833863, z=0
[INFO] [1729841853.850929]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.851095]: Calculated Dynamic ZMP: x=-3.07210373498, y=15.5598564176
[INFO] [1729841853.851284]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.951073]: Calculated Dynamic CoM: x=19.577888039, y=0.334227003719, z=37.1564030115
[INFO] [1729841853.951375]: Projected CoM on the ground: x=19.577888039, y=0.334227003719, z=0
[INFO] [1729841853.951763]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841853.951949]: Calculated Dynamic ZMP: x=97.3260341194, y=26.8029343686
[INFO] [1729841853.952156]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.050194]: Calculated Dynamic CoM: x=-1.72334313978, y=-1.9155806233, z=41.9306671017
[INFO] [1729841854.050485]: Projected CoM on the ground: x=-1.72334313978, y=-1.9155806233, z=0
[INFO] [1729841854.050698]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.050882]: Calculated Dynamic ZMP: x=-40.3729698558, y=-33.1935531322
[INFO] [1729841854.051133]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.151832]: Calculated Dynamic CoM: x=9.26535482159, y=-2.68177257346, z=40.8775399772
[INFO] [1729841854.152548]: Projected CoM on the ground: x=9.26535482159, y=-2.68177257346, z=0
[INFO] [1729841854.152729]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.152908]: Calculated Dynamic ZMP: x=31.9311404926, y=-15.3482739972
[INFO] [1729841854.153139]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.250167]: Calculated Dynamic CoM: x=13.2433735565, y=-3.42076236972, z=39.7103907582
[INFO] [1729841854.250454]: Projected CoM on the ground: x=13.2433735565, y=-3.42076236972, z=0
[INFO] [1729841854.250643]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.250808]: Calculated Dynamic ZMP: x=65.6519579234, y=-27.3539572128
[INFO] [1729841854.251050]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.350152]: Calculated Dynamic CoM: x=1.59810672459, y=-2.2596919047, z=41.9006355588
[INFO] [1729841854.350420]: Projected CoM on the ground: x=1.59810672459, y=-2.2596919047, z=0
[INFO] [1729841854.350607]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.350807]: Calculated Dynamic ZMP: x=-13.6904462688, y=-16.4462717402
[INFO] [1729841854.351065]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.450164]: Calculated Dynamic CoM: x=3.40817868823, y=-2.05147039553, z=41.7754383288
[INFO] [1729841854.450447]: Projected CoM on the ground: x=3.40817868823, y=-2.05147039553, z=0
[INFO] [1729841854.450663]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.450879]: Calculated Dynamic ZMP: x=-7.15889018977, y=3.74072421167
[INFO] [1729841854.451120]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.550178]: Calculated Dynamic CoM: x=19.6265921147, y=0.844943946032, z=37.0658783503
[INFO] [1729841854.550463]: Projected CoM on the ground: x=19.6265921147, y=0.844943946032, z=0
[INFO] [1729841854.550642]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.550805]: Calculated Dynamic ZMP: x=111.752170157, y=38.0550236283
[INFO] [1729841854.551032]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.650168]: Calculated Dynamic CoM: x=0.00638743050188, y=-2.14160090414, z=41.891882483
[INFO] [1729841854.650438]: Projected CoM on the ground: x=0.00638743050188, y=-2.14160090414, z=0
[INFO] [1729841854.650630]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.650801]: Calculated Dynamic ZMP: x=-28.9926268847, y=-30.9989036798
[INFO] [1729841854.651036]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.750392]: Calculated Dynamic CoM: x=0.864486724928, y=-2.07551767235, z=41.8693550353
[INFO] [1729841854.750674]: Projected CoM on the ground: x=0.864486724928, y=-2.07551767235, z=0
[INFO] [1729841854.750945]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.751160]: Calculated Dynamic ZMP: x=-23.8591584919, y=12.8468218384
[INFO] [1729841854.751444]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.850347]: Calculated Dynamic CoM: x=9.68560971347, y=-2.89166666426, z=40.692959567
[INFO] [1729841854.850637]: Projected CoM on the ground: x=9.68560971347, y=-2.89166666426, z=0
[INFO] [1729841854.850831]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.851015]: Calculated Dynamic ZMP: x=41.1360337643, y=-23.7579558186
[INFO] [1729841854.851256]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.950156]: Calculated Dynamic CoM: x=7.21989233693, y=-2.50137892898, z=41.2217247465
[INFO] [1729841854.950448]: Projected CoM on the ground: x=7.21989233693, y=-2.50137892898, z=0
[INFO] [1729841854.950695]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841854.950884]: Calculated Dynamic ZMP: x=16.44092841, y=-11.3086598088
[INFO] [1729841854.951117]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.050153]: Calculated Dynamic CoM: x=3.92989399228, y=-1.93948076904, z=41.6779409747
[INFO] [1729841855.050435]: Projected CoM on the ground: x=3.92989399228, y=-1.93948076904, z=0
[INFO] [1729841855.050674]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.050858]: Calculated Dynamic ZMP: x=-3.99844931877, y=10.2863788169
[INFO] [1729841855.051111]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841855.152026]: Calculated Dynamic CoM: x=17.1780524999, y=-1.35666668832, z=38.1940750244
[INFO] [1729841855.152639]: Projected CoM on the ground: x=17.1780524999, y=-1.35666668832, z=0
[INFO] [1729841855.152841]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.153039]: Calculated Dynamic ZMP: x=93.7328096045, y=10.3068401314
[INFO] [1729841855.153301]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841855.250159]: Calculated Dynamic CoM: x=9.08420023008, y=-1.97392196194, z=40.8628128349
[INFO] [1729841855.250467]: Projected CoM on the ground: x=9.08420023008, y=-1.97392196194, z=0
[INFO] [1729841855.250716]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.250948]: Calculated Dynamic ZMP: x=29.1490534111, y=2.09379291416
[INFO] [1729841855.251188]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.350175]: Calculated Dynamic CoM: x=5.02664068226, y=-1.98398661382, z=41.5561949004
[INFO] [1729841855.350449]: Projected CoM on the ground: x=5.02664068226, y=-1.98398661382, z=0
[INFO] [1729841855.350605]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.350733]: Calculated Dynamic ZMP: x=3.77668318739, y=5.55723218127
[INFO] [1729841855.350926]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.450822]: Calculated Dynamic CoM: x=12.7756875441, y=-3.2979250276, z=39.7815187437
[INFO] [1729841855.451693]: Projected CoM on the ground: x=12.7756875441, y=-3.2979250276, z=0
[INFO] [1729841855.452177]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.453229]: Calculated Dynamic ZMP: x=66.7239439028, y=-27.8798099094
[INFO] [1729841855.453930]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.550153]: Calculated Dynamic CoM: x=9.53608390178, y=-2.71905114572, z=40.7251430623
[INFO] [1729841855.550436]: Projected CoM on the ground: x=9.53608390178, y=-2.71905114572, z=0
[INFO] [1729841855.550633]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.550773]: Calculated Dynamic ZMP: x=30.7325290772, y=-14.2076528296
[INFO] [1729841855.550965]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.650446]: Calculated Dynamic CoM: x=2.33565028521, y=-2.12701843731, z=41.78766642
[INFO] [1729841855.650761]: Projected CoM on the ground: x=2.33565028521, y=-2.12701843731, z=0
[INFO] [1729841855.650976]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.651156]: Calculated Dynamic ZMP: x=-18.2152905786, y=-1.82752143045
[INFO] [1729841855.651414]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.750153]: Calculated Dynamic CoM: x=12.6553658498, y=-0.955215905228, z=39.9313811685
[INFO] [1729841855.750438]: Projected CoM on the ground: x=12.6553658498, y=-0.955215905228, z=0
[INFO] [1729841855.750648]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.750804]: Calculated Dynamic ZMP: x=58.2370756003, y=22.794244229
[INFO] [1729841855.751010]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841855.850211]: Calculated Dynamic CoM: x=12.8621922913, y=-2.3364031946, z=39.804769655
[INFO] [1729841855.850492]: Projected CoM on the ground: x=12.8621922913, y=-2.3364031946, z=0
[INFO] [1729841855.850712]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.850916]: Calculated Dynamic ZMP: x=50.7782388808, y=-5.10601596352
[INFO] [1729841855.851162]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.950193]: Calculated Dynamic CoM: x=9.54792792426, y=-2.06195357214, z=40.7243787997
[INFO] [1729841855.950481]: Projected CoM on the ground: x=9.54792792426, y=-2.06195357214, z=0
[INFO] [1729841855.950668]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729841855.950801]: Calculated Dynamic ZMP: x=39.0255365553, y=0.268356088522
[INFO] [1729841855.950987]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841856.050133]: Calculated Dynamic CoM: x=14.0142165314, y=-3.99378989093, z=39.2434570161
