[INFO] [1729841850.242072]: Waiting for sensor data...
[INFO] [1729841850.342420]: Calculated Dynamic CoM: x=5.38731061042, y=-1.03342753385, z=25.4235437457
[INFO] [1729841851.542321]: Calculated Dynamic CoM: x=8.3080360527, y=-1.34742078556, z=24.5969318303
[INFO] [1729841851.542615]: Projected CoM on the ground: x=8.3080360527, y=-1.34742078556, z=0
[INFO] [1729841851.542815]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841851.543016]: Calculated Dynamic ZMP: x=11.1670342504, y=-1.67947657996
[INFO] [1729841851.543279]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841851.642340]: Calculated Dynamic CoM: x=-2.07437873095, y=-0.728213388237, z=25.891589488
[INFO] [1729841851.642614]: Projected CoM on the ground: x=-2.07437873095, y=-0.728213388237, z=0
[INFO] [1729841851.642777]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841851.642917]: Calculated Dynamic ZMP: x=-2.79463337448, y=-2.00835914755
[INFO] [1729841851.643132]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841851.742319]: Calculated Dynamic CoM: x=3.77479276277, y=-1.57665321616, z=25.613618316
[INFO] [1729841851.742591]: Projected CoM on the ground: x=3.77479276277, y=-1.57665321616, z=0
[INFO] [1729841851.742756]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841851.742903]: Calculated Dynamic ZMP: x=5.02114773906, y=-2.74761445291
[INFO] [1729841851.743181]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841851.842347]: Calculated Dynamic CoM: x=4.20437571077, y=-1.32719807366, z=25.5386695814
[INFO] [1729841851.842620]: Projected CoM on the ground: x=4.20437571077, y=-1.32719807366, z=0
[INFO] [1729841851.842786]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841851.842927]: Calculated Dynamic ZMP: x=5.48957937504, y=-1.89490963202
[INFO] [1729841851.843169]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841851.942266]: Calculated Dynamic CoM: x=-2.85602935204, y=-0.801929101552, z=25.7060974354
[INFO] [1729841851.942569]: Projected CoM on the ground: x=-2.85602935204, y=-0.801929101552, z=0
[INFO] [1729841851.942757]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841851.942937]: Calculated Dynamic ZMP: x=-3.63429547567, y=-1.28998270247
[INFO] [1729841851.943185]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.042278]: Calculated Dynamic CoM: x=-1.96522645307, y=-1.05149015808, z=25.7882266349
[INFO] [1729841852.042573]: Projected CoM on the ground: x=-1.96522645307, y=-1.05149015808, z=0
[INFO] [1729841852.042752]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.042936]: Calculated Dynamic ZMP: x=-2.51384046549, y=-0.857034199123
[INFO] [1729841852.043135]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.142280]: Calculated Dynamic CoM: x=10.2395111168, y=-1.51588046947, z=23.7604261064
[INFO] [1729841852.142567]: Projected CoM on the ground: x=10.2395111168, y=-1.51588046947, z=0
[INFO] [1729841852.142769]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.142945]: Calculated Dynamic ZMP: x=13.9930455352, y=-1.93240616686
[INFO] [1729841852.143185]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.242297]: Calculated Dynamic CoM: x=-2.71782983616, y=-0.610193805861, z=25.8109572454
[INFO] [1729841852.242581]: Projected CoM on the ground: x=-2.71782983616, y=-0.610193805861, z=0
[INFO] [1729841852.242784]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.242933]: Calculated Dynamic ZMP: x=-3.60819320872, y=-1.89338074949
[INFO] [1729841852.243142]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.342271]: Calculated Dynamic CoM: x=-0.289344288943, y=-1.03330537239, z=25.9739037643
[INFO] [1729841852.342534]: Projected CoM on the ground: x=-0.289344288943, y=-1.03330537239, z=0
[INFO] [1729841852.342693]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.342868]: Calculated Dynamic ZMP: x=-0.400050646643, y=-0.334407235892
[INFO] [1729841852.343143]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841852.442278]: Calculated Dynamic CoM: x=5.86918461983, y=-1.37037471172, z=25.3135490295
[INFO] [1729841852.442564]: Projected CoM on the ground: x=5.86918461983, y=-1.37037471172, z=0
[INFO] [1729841852.442754]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.442924]: Calculated Dynamic ZMP: x=7.78149647353, y=-1.8608350374
[INFO] [1729841852.443163]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.542453]: Calculated Dynamic CoM: x=-2.35078237827, y=-0.951529237482, z=25.9104113211
[INFO] [1729841852.542791]: Projected CoM on the ground: x=-2.35078237827, y=-0.951529237482, z=0
[INFO] [1729841852.543060]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.543231]: Calculated Dynamic ZMP: x=-2.96960497709, y=-1.08142950179
[INFO] [1729841852.543466]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.642314]: Calculated Dynamic CoM: x=1.13924894112, y=-0.904279723555, z=26.0053207684
[INFO] [1729841852.642611]: Projected CoM on the ground: x=1.13924894112, y=-0.904279723555, z=0
[INFO] [1729841852.642798]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.642946]: Calculated Dynamic ZMP: x=1.38615547272, y=-0.333262238096
[INFO] [1729841852.643168]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841852.742306]: Calculated Dynamic CoM: x=8.83768240669, y=-0.938733234228, z=24.4926270165
[INFO] [1729841852.742596]: Projected CoM on the ground: x=8.83768240669, y=-0.938733234228, z=0
[INFO] [1729841852.742794]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.742961]: Calculated Dynamic ZMP: x=11.3499850222, y=-0.872704225922
[INFO] [1729841852.743190]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.842320]: Calculated Dynamic CoM: x=-4.43050729812, y=-1.03881381305, z=25.6564455799
[INFO] [1729841852.842619]: Projected CoM on the ground: x=-4.43050729812, y=-1.03881381305, z=0
[INFO] [1729841852.842782]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.842939]: Calculated Dynamic ZMP: x=-5.77553457821, y=-0.957011134226
[INFO] [1729841852.843166]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841852.942309]: Calculated Dynamic CoM: x=0.421633753838, y=-0.977331641671, z=26.0237981406
[INFO] [1729841852.942604]: Projected CoM on the ground: x=0.421633753838, y=-0.977331641671, z=0
[INFO] [1729841852.942820]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841852.943011]: Calculated Dynamic ZMP: x=0.5158871507, y=-0.516932110618
[INFO] [1729841852.943258]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.042314]: Calculated Dynamic CoM: x=5.9908802278, y=-1.58418032127, z=25.274308479
[INFO] [1729841853.042619]: Projected CoM on the ground: x=5.9908802278, y=-1.58418032127, z=0
[INFO] [1729841853.042813]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.042984]: Calculated Dynamic ZMP: x=8.04828353426, y=-2.38234652334
[INFO] [1729841853.043229]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.142310]: Calculated Dynamic CoM: x=-0.192323426844, y=-0.988209419048, z=25.9677643951
[INFO] [1729841853.142585]: Projected CoM on the ground: x=-0.192323426844, y=-0.988209419048, z=0
[INFO] [1729841853.142753]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.142903]: Calculated Dynamic ZMP: x=-0.22251996087, y=-1.62373639988
[INFO] [1729841853.143133]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.242382]: Calculated Dynamic CoM: x=1.9110780111, y=-0.779053516724, z=25.876845068
[INFO] [1729841853.242685]: Projected CoM on the ground: x=1.9110780111, y=-0.779053516724, z=0
[INFO] [1729841853.242981]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.243129]: Calculated Dynamic ZMP: x=2.41439176024, y=0.104858709794
[INFO] [1729841853.243366]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.342308]: Calculated Dynamic CoM: x=8.40261644231, y=-0.690870414607, z=24.5688154321
[INFO] [1729841853.342592]: Projected CoM on the ground: x=8.40261644231, y=-0.690870414607, z=0
[INFO] [1729841853.342806]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.342982]: Calculated Dynamic ZMP: x=10.9703386338, y=-0.395374687546
[INFO] [1729841853.343250]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.442307]: Calculated Dynamic CoM: x=-6.01547232668, y=-0.512029343289, z=25.2913367147
[INFO] [1729841853.442618]: Projected CoM on the ground: x=-6.01547232668, y=-0.512029343289, z=0
[INFO] [1729841853.442817]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.442979]: Calculated Dynamic ZMP: x=-7.68663066856, y=-1.07510532384
[INFO] [1729841853.443207]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.542335]: Calculated Dynamic CoM: x=-1.78400151239, y=-1.23280780235, z=25.9354186492
[INFO] [1729841853.542661]: Projected CoM on the ground: x=-1.78400151239, y=-1.23280780235, z=0
[INFO] [1729841853.542871]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.543053]: Calculated Dynamic ZMP: x=-2.22583438689, y=-0.487961080879
[INFO] [1729841853.543277]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.642296]: Calculated Dynamic CoM: x=4.44754498691, y=-1.34702801181, z=25.6145086022
[INFO] [1729841853.642610]: Projected CoM on the ground: x=4.44754498691, y=-1.34702801181, z=0
[INFO] [1729841853.642805]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.642940]: Calculated Dynamic ZMP: x=6.05094361339, y=-2.0225988515
[INFO] [1729841853.643137]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.742272]: Calculated Dynamic CoM: x=0.787099763149, y=-1.02220514818, z=25.9974131973
[INFO] [1729841853.742538]: Projected CoM on the ground: x=0.787099763149, y=-1.02220514818, z=0
[INFO] [1729841853.742726]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.742894]: Calculated Dynamic ZMP: x=0.978555672698, y=-1.16544607836
[INFO] [1729841853.743139]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841853.842295]: Calculated Dynamic CoM: x=-1.48228816278, y=-1.12242972206, z=25.9480594394
[INFO] [1729841853.842581]: Projected CoM on the ground: x=-1.48228816278, y=-1.12242972206, z=0
[INFO] [1729841853.842770]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.842957]: Calculated Dynamic ZMP: x=-1.98005725038, y=-0.4529542278
[INFO] [1729841853.843158]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841853.942267]: Calculated Dynamic CoM: x=9.23394099699, y=0.261267302234, z=24.3260798895
[INFO] [1729841853.942572]: Projected CoM on the ground: x=9.23394099699, y=0.261267302234, z=0
[INFO] [1729841853.942802]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841853.942940]: Calculated Dynamic ZMP: x=12.224545602, y=1.35797128141
[INFO] [1729841853.943137]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.042276]: Calculated Dynamic CoM: x=-2.26729397933, y=-0.740415849425, z=25.9128331841
[INFO] [1729841854.042589]: Projected CoM on the ground: x=-2.26729397933, y=-0.740415849425, z=0
[INFO] [1729841854.042794]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.042979]: Calculated Dynamic ZMP: x=-2.89532596197, y=-1.60494735319
[INFO] [1729841854.043241]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.142278]: Calculated Dynamic CoM: x=2.47779393767, y=-1.14479463491, z=25.8496183779
[INFO] [1729841854.142558]: Projected CoM on the ground: x=2.47779393767, y=-1.14479463491, z=0
[INFO] [1729841854.142750]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.142915]: Calculated Dynamic ZMP: x=3.23945818312, y=-1.56958482279
[INFO] [1729841854.143150]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.242554]: Calculated Dynamic CoM: x=4.4054934858, y=-1.34358707894, z=25.5591278568
[INFO] [1729841854.243028]: Projected CoM on the ground: x=4.4054934858, y=-1.34358707894, z=0
[INFO] [1729841854.243535]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.244934]: Calculated Dynamic ZMP: x=6.02874383091, y=-2.03212300738
[INFO] [1729841854.245212]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.342277]: Calculated Dynamic CoM: x=-0.334731898232, y=-0.984966842794, z=25.9309772906
[INFO] [1729841854.342555]: Projected CoM on the ground: x=-0.334731898232, y=-0.984966842794, z=0
[INFO] [1729841854.342760]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.342930]: Calculated Dynamic ZMP: x=-0.40851831478, y=-1.31367921601
[INFO] [1729841854.343180]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.442277]: Calculated Dynamic CoM: x=-2.08889023732, y=-1.08364085232, z=25.8258101162
[INFO] [1729841854.442561]: Projected CoM on the ground: x=-2.08889023732, y=-1.08364085232, z=0
[INFO] [1729841854.442754]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.442923]: Calculated Dynamic ZMP: x=-2.82160865431, y=-0.720495134838
[INFO] [1729841854.443167]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.542296]: Calculated Dynamic CoM: x=9.20530155729, y=0.479134401493, z=24.2911685836
[INFO] [1729841854.542679]: Projected CoM on the ground: x=9.20530155729, y=0.479134401493, z=0
[INFO] [1729841854.542959]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.543122]: Calculated Dynamic ZMP: x=12.5272963493, y=1.90364491762
[INFO] [1729841854.543349]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841854.642312]: Calculated Dynamic CoM: x=-1.86345995569, y=-0.805921251054, z=25.9408252736
[INFO] [1729841854.642595]: Projected CoM on the ground: x=-1.86345995569, y=-0.805921251054, z=0
[INFO] [1729841854.642784]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.643022]: Calculated Dynamic ZMP: x=-2.45845812395, y=-1.7336795566
[INFO] [1729841854.643403]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.742286]: Calculated Dynamic CoM: x=-2.17980859866, y=-1.08957977442, z=25.9396304561
[INFO] [1729841854.742591]: Projected CoM on the ground: x=-2.17980859866, y=-1.08957977442, z=0
[INFO] [1729841854.742773]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.742947]: Calculated Dynamic ZMP: x=-2.89736630518, y=-0.73791740799
[INFO] [1729841854.743183]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.842282]: Calculated Dynamic CoM: x=2.71219859548, y=-1.30591231273, z=25.8938121059
[INFO] [1729841854.842563]: Projected CoM on the ground: x=2.71219859548, y=-1.30591231273, z=0
[INFO] [1729841854.842751]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.842884]: Calculated Dynamic ZMP: x=3.79154509375, y=-2.35820600997
[INFO] [1729841854.843080]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841854.942281]: Calculated Dynamic CoM: x=2.53923804457, y=-1.10212808359, z=25.9272748543
[INFO] [1729841854.942555]: Projected CoM on the ground: x=2.53923804457, y=-1.10212808359, z=0
[INFO] [1729841854.942763]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841854.942900]: Calculated Dynamic ZMP: x=3.19057633789, y=-1.34304263441
[INFO] [1729841854.943103]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.042279]: Calculated Dynamic CoM: x=-1.35057797549, y=-1.04674050044, z=25.9979940184
[INFO] [1729841855.042574]: Projected CoM on the ground: x=-1.35057797549, y=-1.04674050044, z=0
[INFO] [1729841855.042768]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.042941]: Calculated Dynamic ZMP: x=-1.84096814038, y=-0.724762154922
[INFO] [1729841855.043196]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.142282]: Calculated Dynamic CoM: x=6.61718903406, y=-0.654427110818, z=25.2013091321
[INFO] [1729841855.142583]: Projected CoM on the ground: x=6.61718903406, y=-0.654427110818, z=0
[INFO] [1729841855.142788]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.142962]: Calculated Dynamic ZMP: x=9.24231825256, y=-0.109669759796
[INFO] [1729841855.143215]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841855.242488]: Calculated Dynamic CoM: x=1.57124491653, y=-0.999326582121, z=25.9822100839
[INFO] [1729841855.242853]: Projected CoM on the ground: x=1.57124491653, y=-0.999326582121, z=0
[INFO] [1729841855.243034]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.243178]: Calculated Dynamic ZMP: x=2.04508280747, y=-0.969478971441
[INFO] [1729841855.243398]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.342274]: Calculated Dynamic CoM: x=0.207199204871, y=-1.00096106029, z=26.0211515354
[INFO] [1729841855.342566]: Projected CoM on the ground: x=0.207199204871, y=-1.00096106029, z=0
[INFO] [1729841855.342731]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.342876]: Calculated Dynamic ZMP: x=0.273619546309, y=-0.947231763993
[INFO] [1729841855.343096]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.442306]: Calculated Dynamic CoM: x=5.00106922562, y=-1.58083876201, z=25.4611673882
[INFO] [1729841855.442614]: Projected CoM on the ground: x=5.00106922562, y=-1.58083876201, z=0
[INFO] [1729841855.442818]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.442988]: Calculated Dynamic ZMP: x=6.90845569197, y=-2.63342630321
[INFO] [1729841855.443274]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.542599]: Calculated Dynamic CoM: x=4.47836097816, y=-1.17645521907, z=25.560703718
[INFO] [1729841855.543604]: Projected CoM on the ground: x=4.47836097816, y=-1.17645521907, z=0
[INFO] [1729841855.544151]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.544296]: Calculated Dynamic ZMP: x=5.6422382965, y=-1.41563696003
[INFO] [1729841855.544527]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.642425]: Calculated Dynamic CoM: x=-1.62819772486, y=-0.965642260229, z=25.8462941231
[INFO] [1729841855.642734]: Projected CoM on the ground: x=-1.62819772486, y=-0.965642260229, z=0
[INFO] [1729841855.642911]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.643078]: Calculated Dynamic ZMP: x=-2.32969017631, y=-1.20542344631
[INFO] [1729841855.643291]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.742308]: Calculated Dynamic CoM: x=5.42650447044, y=0.0648860618467, z=25.3430219471
[INFO] [1729841855.742593]: Projected CoM on the ground: x=5.42650447044, y=0.0648860618467, z=0
[INFO] [1729841855.742743]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.742870]: Calculated Dynamic ZMP: x=7.02147571712, y=1.56981205097
[INFO] [1729841855.743064]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841855.842375]: Calculated Dynamic CoM: x=4.76449024429, y=-1.03087275749, z=25.4626548502
[INFO] [1729841855.842714]: Projected CoM on the ground: x=4.76449024429, y=-1.03087275749, z=0
[INFO] [1729841855.842963]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.843161]: Calculated Dynamic ZMP: x=6.08175130002, y=-1.05686769103
[INFO] [1729841855.843439]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841855.942312]: Calculated Dynamic CoM: x=1.76472570641, y=-1.03067752413, z=25.8811951142
[INFO] [1729841855.942620]: Projected CoM on the ground: x=1.76472570641, y=-1.03067752413, z=0
[INFO] [1729841855.942820]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841855.942988]: Calculated Dynamic ZMP: x=2.42491750222, y=-1.16827658148
